id,title,source,url,published_at,image_url
20,"The campaign spotlight this weekend is on Nevada, where dueling elections could confuse GOP voters","The Associated Press",https://apnews.com/article/trump-nevada-2024-election-primary-caucuses-2f54d1f50cbbce3ef8e1e593ac28f7f6,1698549720000,https://lh4.googleusercontent.com/proxy/SPYYu4_mSQgGyLXwMrHxIcsf8e83XbtoRuBHjpMxG0ULZzQPNjUlc_cCVmfei6MGXBHnfTV_a_43d1e2wJ16AOMk_0U8Xu0clCHxcV9y5iyX8DdEGU7q7uKCiI-4MLfFTJfXHgZoVwkKkIf_hmlPB8gGjNltJtyKZ6dbtkp0Wj7iVrQjIArzmBXNoM9VHgpg3MGeE-zqkn_rDVLIyPqkXEJptZhS-dstmHJM1iHr8B_ULS8PpXRoY7emeThZiJFBa3Nlahf6E_4m8Y5x19VdnuSP1d_0YqrJwjjYlxh1Xq-tRdNNlDpiMwXe_5_lynF-5G9I72sIIYVW8rJUxyA
21,"D.C.-area forecast: Another very warm one today and it's still mild Sunday","The Washington Post",https://www.washingtonpost.com/weather/2023/10/28/dc-area-forecast-warm-weekend/,1698494400000,https://lh4.googleusercontent.com/proxy/mkXkl56-pb0OkWrq40aisSA3BOoe_7HoEp6kyYBh5gdVwaY2ej6OEMj86kXspwjPZfS5ZkYZJ4XwGSoO7-sGemPyH0hjB5WXpXGRl9TA-p84MDWQmwsdM0hcXKtrxox0weXT1axmbg1ACVKLUD8e2KjTjZPkIpj7xn930c87PL86ixhTCKQOWXI4AC1DwuS2mLdPKlrlyJQLm82iEVC4fUHqFFYDvFgTDQUoH9et9Bgwc7L6oQugiv2jCw
22,"Pedestrian killed on interstate in west Charlotte","WSOC Charlotte",https://www.wsoctv.com/news/local/pedestrian-killed-interstate-west-charlotte/JMEPNZPSCNAONOQC4QDWCPMZ4Q/,1698547140000,https://lh3.googleusercontent.com/proxy/3KssojDr0_DoqKsmxc6-StQpx2JPZxPYv-6mPts8VorMnGkSXk7UavYudrNMNB-jyDOoceRd4L3QMQGRiWSC-ZrLQNhwkmqUGO4SgJDL1KCJ3jxTZcAsKZNROxjnWg3SmBRhylDIusjBdYkShQ848yMaOiu_bHloohFLxfbAhP4M_yZAOFeVHg
23,"UN General Assembly calls for 'humanitarian truce' in Gaza leading to halt in Israel-Hamas fighting","ABC News",https://abcnews.go.com/US/wireStory/general-assembly-set-vote-nonbinding-resolution-calling-humanitarian-104433239,1698457950000,https://lh3.googleusercontent.com/proxy/ICpTKdCa7h2seTwNbIxuxYL5BSH73fe_QI2x9dTZJTYwyZahHG0rb8kbuYbcOorjSIc4APr2qZ2aIfwK2iIhSNbJIT-43k-hGSXNb6756v3am3oPFHIEzQu1o8tkMx0sNWmQG3rhvAOGg8M4vBoPSzsAnw
24,"Man pleads for sister's release as explosions light up Gaza",CNN,https://www.cnn.com/videos/world/2023/10/27/the-lead-gili-roman-jake-tapper-live.cnn,1698447739000,https://lh4.googleusercontent.com/proxy/I8D8N8oL3vQL88c7v7csPrfFeVESqHACQxtN6EV4TKXtXlzrWFkO60lfrPJpTCKau3eeouzePz_DRCuhmAmeDxHv3vgTbqhchXy9CURmCg5ch-L0TlmJBAY8r6-37H0rJloCVzb66wpMoW5FqDPk76W97tFr-OWwv7IwVgvP2ALPTkcMyUPtLjhb4Nr7qLgTmPR1CeI
25,"As US Strikes Syria to Send Iran a Message, War Fears Grow",TIME,https://time.com/6329553/biden-iran-air-strikes-syria-war/,1698490800000,https://lh3.googleusercontent.com/proxy/ilvpIFPliEoqUIDnzJ5g1EwVLioTh7eDL5rdMRqYP3HttnC6H0VZNx8QhDRiSU3hZPBBcFHvqjwXU7-iC1RUJ0yuVnGQpUyqULGyWcyYY73NJvNzN_rRowqrd_jtW1OMoifecRs
26,"Oakland police's social media account for reporting car thefts shut down after less than a day","CBS San Francisco",https://www.cbsnews.com/sanfrancisco/news/oakland-polices-social-media-account-for-reporting-car-thefts-shut-down-after-less-than-a-day/,1698525600000,https://lh4.googleusercontent.com/proxy/W0O2lMvsZJdsF3oBFRIELnV3YhNs-_GmXLLFGLEC5jN5GxRUJpKACs7o6RrsaXscsToRfp91Ub_mBDpQQMwwyB8o3vog2RO8OCFd26mf4llZ08QIS9r20WYHznkSzABILH_TsKhFMC3rpOh4MCkb2ExOk9oEuaHH243WqBVEXOFAT8UqKBcTwZZAQFlX2Ngnv4b5Pyj9QkOyvZtnnq_AHkqxS7cCq4g07Rj4DZ1QSERB6Iwo71pnZECV3ebvUZ92pyQdtH4vHlai8oc3kIt9MPxSPaWOx9No3J5szm06JULbObt6OmBwlFc
27,"1 dead, 1 injured after shooting at Worcester State University","CBS Boston",https://www.cbsnews.com/boston/news/worcester-state-university-under-shelter-in-place-order/,1698549360000,https://lh6.googleusercontent.com/proxy/Y0CMcMFuRI2p5KXnS2sF3hc1lGh9u2sPj5MG14HtJ8JmbVNOppmGjHVmLN27LMWZz2imALTIcWqG1hCba_JGRS74bftzs26yHREwpb03hpSF1YJXunWZ3VRnyIY6FgSDktwtaqVTz6quRJSPXRImV73gXlrtuXup8-5QgJ0M3Nab3gDSh8F-STmjrQ8-JPJcOEIyegCkS0gb-33NS4uyRpFHFki97U11oJXSGa3POwho6an0v-tkeT3B3ljNAVClNhyln9AWjCX2crQrvQfECz3TIg
28,"UAW reaches tentative deal with Stellantis to end strike",Axios,https://www.axios.com/2023/10/28/stellantis-uaw-strike-tentative-deal,1698576023000,https://lh4.googleusercontent.com/proxy/wUPNM4Z2cRKgmz8OAnx0mIaV0QgyqNrKKklIwFAnUldLkBxZIBAIuNykDmGxeMburxUuw2kElvi0jimvrQk8nLnjZiQ6j3Mg9oxaMYYm1VjkayrLj6jvCVe9dWPJxBWtuBCi3LLMVnIwtWDawrJN6QuIj-pqQMvO08z965p2ZXN_gypN51VF
29,"In Michigan, Muslim and Arab American Voters Reconsider Support for Biden","The New York Times",https://www.nytimes.com/2023/10/28/us/michigan-democrats-biden-palestinian.html,1698499013000,https://lh5.googleusercontent.com/proxy/eD2VZ-75_-fjYVaaM676mrC-bcFovfJpRQCYprtetRZQoFpwIEcc5rO209BRV56sMGDqw6nYaOqooYg73vZbAYt5hXwxsUIX3ssDkYYikUd1tISAfOWyJJkzn26Fq0vZVFIIJCSQMisyP9DXgCQazwh_TKqKwB9dnagMTlD60YfmNY58qWYRoPj0bUsuGM-V8HF9OcoEy9nYU6s1Ddava6wttbhMp0mBqx3BN7tddtbXjgDCMZF1kcIAKb6qetjb5w
30,"Neal Katyal Tells MSNBC: It’s Likely Donald Trump Will ‘Attack His Own Daughter’ If She Hurts Him In Court",Forbes,https://www.forbes.com/sites/markjoyella/2023/10/28/neal-katyal-tells-msnbc-its-likely-donald-trump-will-attack-his-own-daughter-if-she-hurts-him-in-court/,1698506744000,https://lh6.googleusercontent.com/proxy/IUDykdHks2W5RaOktQTLfrYgRpoqUBVxpqiR-P-RFMZL7TVNGaIePr7jaZO61PRcHS0aNeeAUMOHaMoN6yBq2BS0nwOpZNZ19mYkP3dkKR72dwWwLxlK-ri6yWQwRhMPbozzM5jDsjFwDTc4YJ05uqPhpkQehTU5e9Na0sTjP11K2IcwNYk70IU0wRzogmMv7P45wWLrujnYpv7dDoA
31,"'No more decorum': Tensions boil over at MSU board meeting after latest controversy",UpNorthLive.com,https://upnorthlive.com/news/local/no-more-decorum-tensions-boil-over-at-msu-board-meeting-after-latest-controversy,1698452160000,https://lh5.googleusercontent.com/proxy/EJax5rcGio4uUgjX0dMiOFPmWKz_HmSWXekVOFtf9peRX20-BsFR0AD6n_U3XYOuXNZDe53OrZ1toqRreN3EI4r0-slt8rcbOR2iTFXyvhL6YHPU4985WsOovLuWlxgw2cOZq4Yx0naAumsvJUDMVBC_HmriUnb2Wh1T
32,"In interrogation video, Hamas terrorists confirm group's hideout under Gaza hospital","The Times of Israel",https://www.timesofisrael.com/in-interrogation-video-hamas-terrorists-confirm-groups-hideout-under-gaza-hospital/,1698534577000,https://lh4.googleusercontent.com/proxy/RNTAkpOsdMnrRZH5NyR2qwA5ruYDylC0i_ZdMe9DMKK5-GkQaS6eYirL9STbhc3zmF5sDYSIC_hlYoqGSlr9JDwmAeB_M94wUmluwo_-84QKh6U0D4ycwW7NzMfAKmpgiszcIbWGfiuW
33,"Nikki Haley goes after Trump on Israel. Here's what the other 2024 GOP candidates said.","USA TODAY",https://www.usatoday.com/story/news/politics/elections/2023/10/28/haley-slams-trump-israel/71359429007/,1698528644000,https://lh3.googleusercontent.com/proxy/Irvb8tusJmCuwl82jsFGMMQEZlA-btCQQubHJBRri2hwx85qLX57O1MfcSaSwbxyIQz3T848dSTlhtSrJMSNKRQK5Vd-mu5EwnO8c7Yg6chb8vXWhY5Qupn6mYpc6zIVjUHrvNcfMbeMfprRiFkQgBmu5DskU866KKQFnKn5ArNtXnvU5hhwxKH8CbdBQsCNQO1eL6G8hEDtOytlQI1PL1IV68PiEdApFc1g2R9fXbMzIuovTDzPO0V_awc53Hmc6f6zP3Ky0w7yweDmRWZ3Z2ZQgAKH8qKEOCVXvPo
34,"EXCLUSIVE: Ron DeSantis says Gavin Newsom and Chinese President Xi Jinping are 'two peas in a pod' as Florida","Daily Mail",https://www.dailymail.co.uk/news/article-12683513/Ron-DeSantis-says-Gavin-Newsom-Chinese-President-Xi-Jinping-two-peas-pod-Florida-governor-says-hes-ready-debate-California-counterpart.html,1698516144000,https://lh3.googleusercontent.com/proxy/jLcBdwDmabF_y0PnWUQEejZR-4d9gHW9dkwTIDCdDo5cqUVZBBgQpF4HOk0J9SbEIAwqq1xpS7EhXBQj-QvA3Ek1geyyBZfuFEGtopT37_8ZLdDvHx9yg1hVZOxPCThalqmTjhtwbdHa0S3-zg
35,"Cold and snow hit mountains first, then descend on the rest of Colorado","CBS Colardo",https://www.cbsnews.com/colorado/news/cold-snow-hit-mountains-colorado/,1698450060000,https://lh5.googleusercontent.com/proxy/yRtiy9YzEH4CerM00i9LeoeAbCX1_5htRjMNsO5eOlCOJbtMQQOa_uMwZxNqV5WDsT2_Bku-_T8gpWGkO_Rl7xq19tbfqkliTdbxsYE0CVHoKkZ_AKCI00PA5PHpILzlh-UOZY0N78EB86tkh3gOh3k7uvUCeK-yP59MO0zitO8NArvGwshohYr5McFpc9FrKn4GqrLpr6T8L4jj0LBzQ-ab1DxVzaHeKnGcFBBNjVpzeYrnjh4HlwushkZGvhQ--Uk8Pp0luitB8ppvSBvsUTjTEr35XZvvvx2uhOxCtvU
36,"Brooks and Capehart on gun policy debate after mass shooting","PBS NewsHour",https://www.pbs.org/newshour/show/brooks-and-capehart-on-gun-policy-debate-after-maine-mass-shooting-and-new-house-speaker,1698445812000,https://lh5.googleusercontent.com/proxy/DG4G9STBDbNc-PUD9pl3M-fIjBoV23XOUNfJkfauuZfpuO6cmczrL7tyJh97ih_FAXzvUkSQ3WDPXFsHjdMjT8b7eT3RFdyTUrzeLdBfZ0RDT8qE9VAlUU9U-vonetnqtXC1p-fWgJuLuqHTFS23
37,"1 killed in Mankato shooting, police searching for suspect",KSTP,https://kstp.com/kstp-news/top-news/1-killed-in-mankato-shooting-police-searching-for-suspect/,1698542357000,https://lh4.googleusercontent.com/proxy/eWKozfHpD2T1V5rirSlnISIW7fPKLxMoTda9nohO2utbCfCCeHkc1iI-Lg-5A1lOg1ifL3YXuj2bO9C6TM50baQZn198AOEG0mbON5hqQd_H8NeayGTSd0Aur0MJvwfBQg
38,"GOP presidential candidate Hutchinson must find a new campaign manager but vows to stay in the race","The Associated Press",https://apnews.com/article/asa-hutchinson-2024-republican-president-campaign-387dd6a830b4154f968e8653b3904dc4,1698522900000,https://lh3.googleusercontent.com/proxy/THODYgruv1qQCIvYmVgGrlV4YHFBP7jCsWwu1N4D-YLcPb_iHfkGD7bYx7DwC3yb4aNhaxa_0JXBEwOl_SLkCj7xJw3PUfo8ihtWZzSyDP32Yg1yMsiYQQz4RKVs_tr81ahtU7LXOfkysiIj9PJ4OT6nA65Qgw9X-zzXkfFsx1xVZgdj853hHhLFxwvmW3gerXHPiREr0SV_l2BKyCHNK-FknoPSsO4BcW3gk8Pt8AZhT-W1eKDdBnTxFoDNjJ2GNvgvuKTsPsDC_LYsLqGvejuTDGwMmdUNprXf-CfDJXdAb4Ijckmo0Fo4BUqPRR_s7TO-PoCDqJoammUK4Bw
39,"Two men shot on Canal Street on busy Halloween weekend, NOPD says","FOX 8 Local First",https://www.fox8live.com/2023/10/29/two-men-shot-canal-street-busy-halloween-weekend-nopd-says/,1698547260000,https://lh5.googleusercontent.com/proxy/uRjxLgCwopNBoDC3lgqobIcWyu6V5HzM4TWmlpFuT0DC4CoYveJIHcyguSv48YaRkQC9R0K2-wKO8mwoPFV5j-yuxMjV-hBsaydfWS5H3UDhxI-g1bofXTcht7HaHEhRGo3ABFRw4JXeltAXnTPRypP3_B_yx7kVcfnV2dQBtsikXr2ItOJlLTNdk4Qy_yl6RhbPrXbYEMTyQezYKTMGGNgfOc7SQxJWBplIDkv3io1teOcDxQUayDnm2OcfAJNZ1q510fs0F4x64eTjtQ972n68ROFRH3PEok9rlOCY9vfbPQ
40,"Immediate ceasefire is needed in Gaza to stop the bloodshed","Médecins Sans Frontières (MSF) International",https://www.msf.org/immediate-ceasefire-needed-gaza-stop-bloodshed,1698520260000,unknown
41,"IDF soldiers raise Israeli flag in northern Gaza","The Jerusalem Post",https://m.jpost.com/israel-news/article-770650,1698546178000,https://lh6.googleusercontent.com/proxy/3BjxothtvyMmLWkj1I7dtc3WzS84NN0YmGCysHGP4E6PGbIm-SglGhr1k2QcoeXcvkuenHYX1MnIJ2DEUv8gLY7wB-Y4e8LZYMmUQ0ep89L4Xkg3LCLUrXjRV6ccWiTScngaE4h1H6ja65-U-nyPBnmQIic-uHc_Ww
42,"Colorado's Shedeur Sanders takes 'a beating' as Deion laments poor protection vs. UCLA - ESPN",ESPN,https://www.espn.com/college-football/story/_/id/38769067/colorado-shedeur-sanders-takes-beating-deion-laments-poor-protection-vs-ucla,1698562860000,https://lh3.googleusercontent.com/proxy/mR9_InC-bp31x9aBhCdjkBLNjrH3xdvQB9dPqtli317VCTKZtcIQDLX2N3_9jp0Z4boHI-7R6cA7cx9sHURBH3inscHW71C_9uZyaDEAVIJ7T49j_jcDMI8c-g
43,"UAW adds GM's Spring Hill Assembly Plant in Tennessee to strike","Detroit News",https://www.detroitnews.com/story/business/autos/2023/10/28/uaw-gm-spring-hill-assembly-plant-tennessee-strike/71365399007/,1698546375000,https://lh5.googleusercontent.com/proxy/kLWP_-1cme6FSHYqmCl6baWWxyW1BKWliPUfI0_cnAqDPuQjC7642a3Sn_FvvaIbD0rt52BXanbeyb05rMJxLqyZGac4sTOLg5zNqqtHslE6L0KyOirhO7HhQSPlnaX-IZ3kgqSYE4kZj2INnuukHDJBKfXuT9ycpxVp0yIRpwH-MU_LSmLzfklrOvZAHg
44,"American family trapped in Gaza struggles to escape the war","PBS NewsHour",https://www.pbs.org/newshour/show/american-family-trapped-in-gaza-struggles-to-escape-the-war,1698528902000,https://lh5.googleusercontent.com/proxy/3LPQgdj3kzjRXRHlbvkJ2z46d0BkfzjahknXi7rTPBD6yN9Oxg7UpATYNeVuotWv0Ajja0YevwTIeVTZTA5d4_6MsuAP16HBkRPtNAk1n58ubTwDxkxj-5VyBvahXQL_G6OUkZiPb1s
45,"Diamondbacks' Ketel Marte makes MLB history as Arizona takes Game 2 to even World Series","Fox News",https://www.foxnews.com/sports/diamondbacks-ketel-marte-makes-mlb-history-arizona-takes-game-2-even-world-series,1698548880000,https://lh5.googleusercontent.com/proxy/pQ8cXsly5Aw8fSn_MqCulIAtugABsw01V8FESvhrJp5Aoed9Ya9Povz542oRfN-fWmLEl6jXb6jGKHgoGPL0uAVoU_5JOVV7L5Q7qFNNvlhE2eGrEvlXQVou5P8883pQ6AGuLDoQCQ1ZDvr9nJq6q3N8sWKw9u_inSwKzdLzM4en-P7p0oswUr7N9Awxa-vSWs1aamE
46,"Boxing Fans Stunned After Tyson Fury's Split-Decision Win","Sports Illustrated",https://www.si.com/boxing/2023/10/29/boxing-fans-stunned-after-tyson-fury-beats-francis-ngannou,1698538409000,https://lh5.googleusercontent.com/proxy/76IS3_Osa6NbOcnCOzkX9HJT0SuXp0ctEI6WeIKydoGwSuoIISdjWQZM0dBtS_NNg0ZSRn19mSTQZ6W6lftEKFcpsE-6uREduJ61e6mmGevla7eysvvvo3bXtb07NuIMKPRCueA_TeEfYfZ0uFAcL6Ccnj-fE_Zz1-xjqORPLEa6I4oYDBmOEqw_0xJ9QjZlxLkFc6lximeFDUSTp2ym
47,"Internet, phone services return to Gaza after Israeli communications cutoff","Al Jazeera English",https://www.aljazeera.com/news/2023/10/29/internet-phone-services-return-to-gaza-after-communications-blackout,1698552450000,https://lh4.googleusercontent.com/proxy/uWruTE1MwGNfIbywPb1nemlDpHHbHdrHJQLQhUdwPW373y9HU7zbaMzEUc6aqXmk1LK-0-gf-EAIwwovCgjdXMejmYTahTf_EcXkpMlYTUbUMqvrYkrAwXPzkXoN-FsjozBGiGvY7xSjETQt-7SiLGTn6NNNKUf2JVWfC-WoVeJvgA
